equipment_id,name,rarity_id,type
G0363,五联装533mm鱼雷#T2,3,水面鱼雷
G0364,四联装533mm鱼雷Mk17#T0,3,水面鱼雷
G0365,四联装533mm鱼雷Mark IX#T0,3,水面鱼雷
G0366,三联装610mm鱼雷#T3,3,水面鱼雷
G0367,三联装610mm鱼雷改#T3,3,水面鱼雷
G0368,四联装610mm鱼雷#T2,3,水面鱼雷
G0369,三联装533mm磁性鱼雷#T3,3,水面鱼雷
G0370,四联装533mm磁性鱼雷#T2,3,水面鱼雷
G0371,五联装533mm磁性鱼雷#T1,3,水面鱼雷
G0372,三联装550mm鱼雷#T3,3,水面鱼雷
G0373,四联装550mm鱼雷#T3,3,水面鱼雷
G0374,四联装550mm鱼雷（弹药调整）#T3,3,水面鱼雷
G0375,潜艇用Mark 14鱼雷#T3,3,潜艇鱼雷
G0376,潜艇用Mark 18鱼雷#T0,3,潜艇鱼雷
G0377,潜艇用Mark 16鱼雷#T2,3,潜艇鱼雷
G0378,潜艇用Mark VIII鱼雷#T3,3,潜艇鱼雷
G0379,潜艇用92式潜射鱼雷改#T0,3,潜艇鱼雷
G0380,潜艇用92式潜射鱼雷#T3,3,潜艇鱼雷
G0381,潜艇用95式纯氧鱼雷#T2,3,潜艇鱼雷
G0382,潜艇用G7a鱼雷#T3,3,潜艇鱼雷
G0383,潜艇用G7e声导鱼雷#T2,3,潜艇鱼雷
G0384,潜艇用550mm24V鱼雷#T3,3,潜艇鱼雷
G0385,76mm高射炮改进型#T0,3,防空炮
G0386,双管20mm厄利孔高射炮#T3,3,防空炮
G0387,四联装20mm厄利孔高射炮Mk15#T0,3,防空炮
G0388,四联装28mm“芝加哥钢琴”#T3,3,防空炮
G0389,双联40mm博福斯对空机炮#T3,3,防空炮
G0390,四联40mm博福斯对空机炮#T2,3,防空炮
G0391,76mm高射炮(白鹰)#T3,3,防空炮
G0392,双联装40mm博福斯对空机炮Mark I#T0,3,防空炮
G0393,四联装40mm“砰砰”炮#T3,3,防空炮
G0394,八联装40mm“砰砰”炮#T2,3,防空炮
G0395,20mm厄利孔高射炮Mark II#T0,3,防空炮
G0396,双管20mm厄利孔高射炮Mark V#T0,3,防空炮
G0397,102mm高射炮#T3,3,防空炮
G0398,120mm高射炮Mark VIII#T0,3,防空炮
G0399,双联装113mm高射炮#T2,3,防空炮
G0400,25mm连装高射机枪#T3,3,防空炮
G0401,25mm三连装高射机枪#T3,3,防空炮
G0402,毘式40mm连装机枪#T3,3,防空炮
G0403,76mm高射炮(重樱)#T3,3,防空炮
G0404,80mm高射炮#T0,3,防空炮
G0405,127mm连装高射炮#T3,3,防空炮
G0406,双联装88mmSKC32高炮#T0,3,防空炮
G0407,双联37mm手拉机枪#T3,3,防空炮
G0408,双联37mm Flak M43机枪#T0,3,防空炮
G0409,双联105mmSKC高炮#T2,3,防空炮
G0410,单装40mm Flak28机炮#T0,3,防空炮
G0411,90mm单装高角炮Model1939#T2,3,防空炮
G0412,双联37mm机枪Model1932#T3,3,防空炮
G0413,单装65mmModel1939高炮#T3,3,防空炮
G0414,双联装Breda20mm高炮#T3,3,防空炮
G0415,37mm防空炮70-K#T3,3,防空炮
G0416,B-54 100mm双联装防空炮#T3,3,防空炮
G0417,B-34 100mm双联装防空炮MZ-14#T3,3,防空炮
G0418,双联37mm高射炮Mle1933#T3,3,防空炮
G0419,双联装100mm高炮Mle1937#T3,3,防空炮
G0420,试作型XF2A-4水牛#T0,3,战斗机
G0421,F4F野猫#T3,3,战斗机
G0422,F4U海盗#T3,3,战斗机
G0423,F6F地狱猫#T2,3,战斗机
G0424,XF5F天箭#T0,3,战斗机
G0425,海喷火#T3,3,战斗机
G0426,海毒牙#T2,3,战斗机
G0427,零战二一型#T3,3,战斗机
G0428,零战三二型#T0,3,战斗机
G0429,零战五二型#T2,3,战斗机
G0430,烈风#T2,3,战斗机
G0431,BF-109T舰载战斗机#T3,3,战斗机
G0432,试作舰载型FW-190 A-5#T0,3,战斗机
G0433,Me-155A舰载战斗机#T2,3,战斗机
G0434,G.50箭式战斗机#T3,3,战斗机
G0435,Re.2001公羊#T3,3,战斗机
G0436,试作舰载型Yak-1#T0,3,战斗机
G0437,试作舰载型Yak-3#T0,3,战斗机
G0438,试作舰载型Yak-7#T0,3,战斗机
G0439,D.790#T0,3,战斗机
G0440,TBF复仇者#T3,3,鱼雷机
G0441,剑鱼#T3,3,鱼雷机
G0442,梭鱼#T2,3,鱼雷机
G0443,青花鱼#T3,3,鱼雷机
G0444,天山#T3,3,鱼雷机
G0445,天山改#T0,3,鱼雷机
G0446,流星#T2,3,鱼雷机
G0447,Fi-167舰载鱼雷机#T0,3,鱼雷机
G0448,Late.299#T0,3,鱼雷机
G0449,SB2C地狱俯冲者#T3,3,轰炸机
G0450,BTD-1毁灭者#T2,3,轰炸机
G0451,海燕#T3,3,轰炸机
G0452,九九式舰爆#T3,3,轰炸机
G0453,九九式舰爆改#T0,3,轰炸机
G0454,彗星(轰炸机)#T2,3,轰炸机
G0455,Ju-87C俯冲轰炸机#T3,3,轰炸机
G0456,LBSh#T0,3,轰炸机
G0457,V-156-F#T0,3,轰炸机
G0458,二式水上战斗机#T0,3,水上机
G0459,强风#T0,3,水上机
G0460,瑞云#T3,3,水上机
G0461,晴岚#T0,3,水上机
G0462,FBA 19#T3,3,水上机
G0463,TBM-3复仇者(反潜)#T3,3,反潜机
G0464,剑鱼Mark II-ASV(反潜)#T3,3,反潜机
G0465,Fl-282直升机#T0,3,"直升机, 设备"
G0466,侦察报告·纽约近海#T0,3,设备
G0467,机密文件·极地海峡#T0,3,设备
G0468,舰艇维修设备#T2,3,设备
G0469,防鱼雷隔舱#T3,3,设备
G0470,液压弹射装置#T2,3,设备
G0471,改良锅炉#T3,3,设备
G0472,燃油滤清器#T3,3,设备
G0473,航空副油箱#T3,3,设备
G0474,链式装弹机#T3,3,设备
G0475,陀螺仪#T3,3,设备
G0476,维修工具#T3,3,设备
G0477,基础声呐#T3,3,设备
G0478,改良声呐#T2,3,设备
G0479,高压氧气瓶#T0,3,设备
G0480,航空整备小组#T0,3,设备
G0481,对抗模拟指令#T0,3,设备
G0482,通天之匣#T0,3,设备
G0483,奇怪装置「D」#T0,3,设备
G0484,联合演习纪念币（限定版）#T0,3,设备
G0485,我的宝贝鲸鱼#T0,3,设备
G0486,导演的剧本书#T0,3,设备
G0487,系统通缉者#T0,3,设备
G0488,100/150号航空燃油#T0,3,设备
G0489,作战报告：AF#T0,3,设备
G0490,对空雷达#T3,3,设备
G0491,火控雷达#T3,3,设备
G0492,SG雷达#T2,3,设备
G0493,雪顶之梦#T0,3,设备
G0494,星海B2O区通行证#T0,3,设备
G0495,孟菲斯之蓝#T0,3,设备
G0496,海蓝色之谜#T0,3,设备
G0497,PBY-5A卡特琳娜水上机#T0,3,设备
G0498,归航信标#T0,3,设备
G0499,破损的演讲稿#T0,3,设备
G0500,阿尔比恩的报告书#T0,3,设备
G0501,女王的日程表(绝密)#T0,3,设备
G0502,九一式穿甲弹#T0,3,设备
G0503,九八式射击延迟装置#T0,3,设备
G0504,九三式纯氧鱼雷#T1,3,设备
G0505,94式高射装置#T0,3,设备
G0506,VC装甲钢板#T0,3,设备
G0507,结界通行凭证#T0,3,设备
G0508,「神石样本」研究笔记#T0,3,设备
G0509,刺绣锦囊#T0,3,设备
G0510,被定格的彼岸花#T0,3,设备
G0511,重樱的邀请函#T0,3,设备
G0512,艇壳改良设计案#T2,3,设备
G0513,“宁海号”水上侦察机#T0,3,设备
G0514,寰昌的钓鱼竿#T0,3,设备
G0515,伏波的计划书#T0,3,设备
G0516,拍卖会请柬#T0,3,设备
G0517,香蝶戏竹#T0,3,设备
G0518,香蝶弄梅#T0,3,设备
G0519,撒丁的邀请函#T0,3,设备
G0520,绿洲无液气压计#T0,3,设备
G0521,博览会纪念票#T0,3,设备
G0522,黑日之冕#T0,3,设备
G0523,机密文件·日志残卷#T0,3,设备
G0524,海魂迷彩#T0,3,设备
G0525,作战报告·极地风暴#T0,3,设备
G0526,「审判号」启动钥匙#T0,3,设备
G0527,搞笑担当#T0,3,设备
G0528,十字胸针#T0,3,设备
G0529,郁金香花束#T0,3,设备
G0530,球形实心弹#T0,3,设备
G0531,帆索组件#T0,3,设备
G0532,飓风旗#T0,3,设备
G0533,果蔬补给品#T0,3,设备
G0534,航海望远镜#T0,3,设备
G0535,葡萄弹#T0,3,设备
G0536,酒饮补给品#T0,3,设备
G0537,自由群岛邀请函#T0,3,设备
G0538,改良深弹投射器#T3,3,设备
G0539,兵装补给(航空)#T0,3,"设备, 货物"
G0540,兵装补给(中小口径武器)#T0,3,"设备, 货物"
G0541,兵装补给(鱼雷)#T0,3,"设备, 货物"
G0542,戊型水上机#T0,3,"设备, 货物"
G0543,76mm火炮#T3,2,驱逐炮
G0544,127mm单装炮早期型#T0,2,驱逐炮
G0545,127mm单装炮#T2,2,驱逐炮
G0546,双联装127mm高平两用炮Mk12#T1,2,驱逐炮
G0547,单装102mm副炮#T3,2,驱逐炮
G0548,双联装102mm副炮#T3,2,驱逐炮
G0549,三联装102mm副炮#T2,2,驱逐炮
G0550,120mm单装炮(皇家)#T3,2,驱逐炮
G0551,双联装120mm主炮(皇家)#T2,2,驱逐炮
G0552,双联装134mm高炮#T2,2,驱逐炮
G0553,双联100mm98式高射炮#T1,2,驱逐炮
G0554,120mm单装炮(重樱)#T3,2,驱逐炮
G0555,十一年式120mm单装炮#T0,2,驱逐炮
G0556,127mm连装炮#T2,2,驱逐炮
G0557,127mm单装两用炮#T0,2,驱逐炮
G0558,单装127mm主炮#T3,2,驱逐炮
G0559,双联装128mmSKC41高平两用炮#T2,2,驱逐炮
G0560,双联装120mm炮Model1933#T0,2,驱逐炮
G0561,双联装135mm主炮Model1938#T1,2,驱逐炮
G0562,130mm单装炮#T2,2,驱逐炮
G0563,B-13 双联装130mm主炮B-2LM#T1,2,驱逐炮
G0564,130mm单装炮Model1913#T0,2,驱逐炮
G0565,四联装130mm副炮Mle1932#T0,2,驱逐炮
G0566,130mm单装炮Mle1924#T3,2,驱逐炮
G0567,138.6mm单装炮Mle1929#T1,2,驱逐炮
G0568,138.6mm单装炮Mle1927#T2,2,驱逐炮
G0569,138.6mm单装炮Mle1923#T3,2,驱逐炮
G0570,12磅长管炮#T1,2,驱逐炮
G0571,旧式重火炮#T1,2,驱逐炮
G0572,双联152mm主炮#T3,2,轻巡炮
G0573,双联152mm主炮Mk15#T0,2,轻巡炮
G0574,三联装152mm主炮(白鹰)#T2,2,轻巡炮
G0575,单装152mm副炮#T3,2,轻巡炮
G0576,双联装152mm副炮#T0,2,轻巡炮
G0577,双联装152mm主炮#T2,2,轻巡炮
G0578,140mm单装炮#T3,2,轻巡炮
G0579,152mm单装炮#T3,2,轻巡炮
G0580,140mm连装炮#T2,2,轻巡炮
G0581,155mm三连装炮#T1,2,轻巡炮
G0582,152mm连装炮#T2,2,轻巡炮
G0583,单装SKC28式150mm主炮#T2,2,轻巡炮
G0584,三联装SKC25式150mm主炮#T2,2,轻巡炮
G0585,双联装TbtsKC36式150mm主炮#T2,2,轻巡炮
G0586,三联装152mm主炮Model1934#T1,2,轻巡炮
G0587,单装152mm主炮#T3,2,轻巡炮
G0588,B-38 三联装152mm主炮MK-5#T1,2,轻巡炮
G0589,双联装152mm主炮Model1892#T3,2,轻巡炮
G0590,B-1-P 三联装180mm主炮Model1932#T1,2,轻巡炮
G0591,三联装152mm主炮Mle1930#T3,2,轻巡炮
G0592,双联装155mm主炮Mle1920#T0,2,轻巡炮
G0593,单装155mm副炮Mle1920#T0,2,轻巡炮
G0594,三联装203mm主炮#T3,2,重巡炮
G0595,三联装203mm主炮Mk13#T0,2,重巡炮
G0596,三联装203mm主炮改进型#T2,2,重巡炮
G0597,双联装203mm主炮#T2,2,重巡炮
G0598,203mm连装炮#T2,2,重巡炮
G0599,双联装203mmSKC主炮#T1,2,重巡炮
G0600,双联203mm主炮Model1927#T1,2,重巡炮
G0601,双联装203mm主炮Mle1924(潜艇用)#T0,2,絮库夫炮
G0602,双联装203mm主炮Mle1931#T1,2,重巡炮
G0603,三联283mmSKC28主炮#T2,2,大口径重巡炮
G0604,三联装356mm主炮#T3,2,战列炮
G0605,双联装406mm主炮Mk1#T0,2,战列炮
G0606,双联装406mm主炮Mk5#T2,2,战列炮
G0607,三联装406mm主炮Mk6#T2,2,战列炮
G0608,四联装356mm主炮#T1,2,战列炮
G0609,双联装381mm主炮#T2,2,战列炮
G0610,三联装406mm主炮#T1,2,战列炮
G0611,305mm连装炮#T0,2,战列炮
G0612,356mm连装炮#T3,2,战列炮
G0613,356mm毘式连装炮#T0,2,战列炮
G0614,410mm连装炮#T2,2,战列炮
G0615,三联283mmSKC34主炮#T2,2,战列炮
G0616,双联380mmSKC主炮#T1,2,战列炮
G0617,三联装381mm主炮Model1934#T1,2,战列炮
G0618,三联装320mm主炮Model1934#T0,2,战列炮
G0619,三联装305mm主炮Model1909#T3,2,战列炮
G0620,双联装381mm主炮Model1914#T3,2,战列炮
G0621,B-37 三联装406mm主炮MK-1#T1,2,战列炮
G0622,三联装305mm主炮Model1907#T3,2,战列炮
G0623,四联装330mm主炮Mle1931#T2,2,战列炮
G0624,四联装380mm主炮Mle1935#T1,2,战列炮
G0625,四联装340mm主炮Mle1912#T3,2,战列炮
G0626,旧式半加农炮#T1,2,战列炮
G0627,三联装533mm鱼雷#T3,2,水面鱼雷
G0628,四联装533mm鱼雷#T2,2,水面鱼雷
G0629,五联装533mm鱼雷#T1,2,水面鱼雷
G0630,三联装533mm鱼雷Mk17#T0,2,水面鱼雷
G0631,三联装533mm鱼雷Mark IX#T0,2,水面鱼雷
G0632,双联装610mm鱼雷#T3,2,水面鱼雷
G0633,三联装610mm鱼雷#T2,2,水面鱼雷
G0634,四联装610mm鱼雷#T1,2,水面鱼雷
G0635,三联装533mm磁性鱼雷#T2,2,水面鱼雷
G0636,四联装533mm磁性鱼雷#T1,2,水面鱼雷
G0637,双联装550mm鱼雷#T3,2,水面鱼雷
G0638,潜艇用Mark 14鱼雷#T2,2,潜艇鱼雷
G0639,潜艇用Mark 16鱼雷#T1,2,潜艇鱼雷
G0640,潜艇用92式潜射鱼雷#T2,2,潜艇鱼雷
G0641,潜艇用95式纯氧鱼雷#T1,2,潜艇鱼雷
G0642,潜艇用G7a鱼雷#T2,2,潜艇鱼雷
G0643,潜艇用G7e声导鱼雷#T1,2,潜艇鱼雷
G0644,潜艇用533mm鱼雷Si 270#T1,2,潜艇鱼雷
G0645,潜艇用550mm24V鱼雷#T2,2,潜艇鱼雷
G0646,12.7mm防空机枪#T3,2,防空炮
G0647,20mm厄利孔高射炮#T3,2,防空炮
G0648,双管20mm厄利孔高射炮#T2,2,防空炮
G0649,四联装28mm“芝加哥钢琴”#T2,2,防空炮
G0650,双联40mm博福斯对空机炮#T2,2,防空炮
G0651,四联40mm博福斯对空机炮#T1,2,防空炮
G0652,76mm高射炮(白鹰)#T2,2,防空炮
G0653,双联装40mm“砰砰”炮#T3,2,防空炮
G0654,四联装40mm“砰砰”炮#T2,2,防空炮
G0655,八联装40mm“砰砰”炮#T1,2,防空炮
G0656,102mm高射炮#T2,2,防空炮
G0657,双联装113mm高射炮#T1,2,防空炮
G0658,25mm高射机枪#T3,2,防空炮
G0659,25mm连装高射机枪#T2,2,防空炮
G0660,25mm三连装高射机枪#T2,2,防空炮
G0661,毘式40mm连装机枪#T2,2,防空炮
G0662,127mm连装高射炮#T2,2,防空炮
G0663,四联装20mm MG机枪#T3,2,防空炮
G0664,37mm机枪#T3,2,防空炮
G0665,双联37mm手拉机枪#T2,2,防空炮
G0666,双联105mmSKC高炮#T1,2,防空炮
G0667,90mm单装高角炮Model1939#T1,2,防空炮
G0668,双联37mm机枪Model1932#T2,2,防空炮
G0669,双联装Breda13.2mm高炮#T3,2,防空炮
G0670,100mm双联装防空炮SM-5-1s#T1,2,防空炮
G0671,37mm防空炮70-K#T2,2,防空炮
G0672,B-54 100mm双联装防空炮#T2,2,防空炮
G0673,B-34 100mm双联装防空炮MZ-14#T2,2,防空炮
G0674,双联装100mm高炮#T3,2,防空炮
G0675,37mm高射炮Mle1925#T3,2,防空炮
G0676,F2A水牛#T3,2,战斗机
G0677,F4F野猫#T2,2,战斗机
G0678,F4U海盗#T2,2,战斗机
G0679,F6F地狱猫#T1,2,战斗机
G0680,海喷火#T2,2,战斗机
G0681,海毒牙#T1,2,战斗机
G0682,海斗士#T3,2,战斗机
G0683,海飓风#T3,2,战斗机
G0684,九六式舰战#T3,2,战斗机
G0685,零战二一型#T2,2,战斗机
G0686,零战五二型#T1,2,战斗机
G0687,烈风#T1,2,战斗机
G0688,BF-109T舰载战斗机#T2,2,战斗机
G0689,Ar-197舰载战斗机#T0,2,战斗机
G0690,Me-155A舰载战斗机#T1,2,战斗机
G0691,I-15#T0,2,战斗机
G0692,GL.2舰载战斗机#T0,2,战斗机
G0693,LGL.32#T0,2,战斗机
G0694,TBD蹂躏者#T3,2,鱼雷机
G0695,TBF复仇者#T2,2,鱼雷机
G0696,剑鱼#T2,2,鱼雷机
G0697,梭鱼#T1,2,鱼雷机
G0698,青花鱼#T2,2,鱼雷机
G0699,九七式舰攻#T3,2,鱼雷机
G0700,九七式舰攻改#T0,2,鱼雷机
G0701,天山#T2,2,鱼雷机
G0702,流星#T1,2,鱼雷机
G0703,Ar-195舰载鱼雷机#T0,2,鱼雷机
G0704,PL.7舰载鱼雷机#T0,2,鱼雷机
G0705,PL.10#T0,2,鱼雷机
G0706,SBD无畏#T3,2,轰炸机
G0707,SB2C地狱俯冲者#T2,2,轰炸机
G0708,BTD-1毁灭者#T1,2,轰炸机
G0709,贼鸥#T3,2,轰炸机
G0710,海燕#T2,2,轰炸机
G0711,九九式舰爆#T2,2,轰炸机
G0712,彗星(轰炸机)#T1,2,轰炸机
G0713,Ju-87C俯冲轰炸机#T2,2,轰炸机
G0714,He-50b舰载轰炸机#T0,2,轰炸机
G0715,R-5轰炸机#T0,2,轰炸机
G0716,瑞云#T2,2,水上机
G0717,FBA 19#T2,2,水上机
G0718,TBM-3复仇者(反潜)#T2,2,反潜机
G0719,剑鱼Mark II-ASV(反潜)#T2,2,反潜机
G0720,舰艇维修设备#T1,2,设备
G0721,防鱼雷隔舱#T2,2,设备
G0722,液压弹射装置#T1,2,设备
G0723,电动扬弹机#T3,2,设备
G0724,液压舵机#T3,2,设备
G0725,改良锅炉#T2,2,设备
G0726,海军迷彩#T3,2,设备
G0727,燃油滤清器#T2,2,设备
G0728,航空副油箱#T2,2,设备
G0729,链式装弹机#T2,2,设备
G0730,陀螺仪#T2,2,设备
G0731,维修工具#T2,2,设备
G0732,灭火器#T3,2,设备
G0733,基础声呐#T2,2,设备
G0734,改良声呐#T1,2,设备
G0735,对空雷达#T2,2,设备
G0736,火控雷达#T2,2,设备
G0737,SG雷达#T1,2,设备
G0738,改良深弹投射器#T2,2,设备
G0739,基础深弹投射器#T3,2,设备
G0740,76mm火炮#T1,1,驱逐炮
G0741,76mm火炮#T2,1,驱逐炮
G0742,127mm单装炮#T1,1,驱逐炮
G0743,单装102mm副炮#T1,1,驱逐炮
G0744,单装102mm副炮#T2,1,驱逐炮
G0745,双联装102mm副炮#T1,1,驱逐炮
G0746,双联装102mm副炮#T2,1,驱逐炮
G0747,三联装102mm副炮#T1,1,驱逐炮
G0748,120mm单装炮(皇家)#T1,1,驱逐炮
G0749,120mm单装炮(皇家)#T2,1,驱逐炮
G0750,双联装120mm主炮(皇家)#T1,1,驱逐炮
G0751,双联装134mm高炮#T1,1,驱逐炮
G0752,120mm单装炮(重樱)#T1,1,驱逐炮
S1-007,试作型三联装406mm主炮Mk6,5,x
G0754,试作型三联装152mm主炮Mk17,4,test
